mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_features,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
35.604923486709595,0.0,0.20071935653686523,0.0,gini,,90,"{'criterion': 'gini', 'max_features': None, 'n_estimators': np.int64(90)}",0.9980400108137334,0.9980400108137334,0.0,1
39.05281710624695,0.0,0.29378724098205566,0.0,gini,,100,"{'criterion': 'gini', 'max_features': None, 'n_estimators': np.int64(100)}",0.9980400108137334,0.9980400108137334,0.0,1
1.308635950088501,0.0,0.1338052749633789,0.0,entropy,sqrt,10,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': np.int64(10)}",0.9979724249797243,0.9979724249797243,0.0,17
1.799347162246704,0.0,0.13654732704162598,0.0,entropy,sqrt,20,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': np.int64(20)}",0.9980400108137334,0.9980400108137334,0.0,1
2.278735399246216,0.0,0.21574139595031738,0.0,entropy,sqrt,30,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': np.int64(30)}",0.9980400108137334,0.9980400108137334,0.0,1
3.1178131103515625,0.0,0.21967291831970215,0.0,entropy,sqrt,40,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': np.int64(40)}",0.9980400108137334,0.9980400108137334,0.0,1
3.6237077713012695,0.0,0.2079460620880127,0.0,entropy,sqrt,50,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': np.int64(50)}",0.9980400108137334,0.9980400108137334,0.0,1
4.636153221130371,0.0,2.8730320930480957,0.0,entropy,sqrt,60,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': np.int64(60)}",0.9980400108137334,0.9980400108137334,0.0,1
7.596305847167969,0.0,0.23760128021240234,0.0,entropy,sqrt,70,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': np.int64(70)}",0.9979724249797243,0.9979724249797243,0.0,17
8.32634973526001,0.0,0.15015220642089844,0.0,entropy,sqrt,80,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': np.int64(80)}",0.9979724249797243,0.9979724249797243,0.0,17
6.036796808242798,0.0,0.2612152099609375,0.0,entropy,sqrt,90,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': np.int64(90)}",0.9979724249797243,0.9979724249797243,0.0,17
6.845120429992676,0.0,0.22926092147827148,0.0,entropy,sqrt,100,"{'criterion': 'entropy', 'max_features': 'sqrt', 'n_estimators': np.int64(100)}",0.9979724249797243,0.9979724249797243,0.0,17
1.2398617267608643,0.0,0.20137715339660645,0.0,entropy,log2,10,"{'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': np.int64(10)}",0.9980400108137334,0.9980400108137334,0.0,1
1.5309081077575684,0.0,0.16740107536315918,0.0,entropy,log2,20,"{'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': np.int64(20)}",0.9978372533117059,0.9978372533117059,0.0,83
2.153201103210449,0.0,0.16121125221252441,0.0,entropy,log2,30,"{'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': np.int64(30)}",0.997904839145715,0.997904839145715,0.0,59
2.668991804122925,0.0,0.16518449783325195,0.0,entropy,log2,40,"{'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': np.int64(40)}",0.997904839145715,0.997904839145715,0.0,59
3.0678584575653076,0.0,0.225233793258667,0.0,entropy,log2,50,"{'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': np.int64(50)}",0.997904839145715,0.997904839145715,0.0,59
3.350024938583374,0.0,0.18620610237121582,0.0,entropy,log2,60,"{'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': np.int64(60)}",0.997904839145715,0.997904839145715,0.0,59
4.014960289001465,0.0,0.20732784271240234,0.0,entropy,log2,70,"{'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': np.int64(70)}",0.997904839145715,0.997904839145715,0.0,59
4.492827415466309,0.0,0.19896507263183594,0.0,entropy,log2,80,"{'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': np.int64(80)}",0.997904839145715,0.997904839145715,0.0,59
5.020749568939209,0.0,0.22435688972473145,0.0,entropy,log2,90,"{'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': np.int64(90)}",0.997904839145715,0.997904839145715,0.0,59
5.4687910079956055,0.0,0.24081087112426758,0.0,entropy,log2,100,"{'criterion': 'entropy', 'max_features': 'log2', 'n_estimators': np.int64(100)}",0.997904839145715,0.997904839145715,0.0,59
4.358642101287842,0.0,0.12767720222473145,0.0,entropy,,10,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': np.int64(10)}",0.9977696674776967,0.9977696674776967,0.0,87
6.088672161102295,0.0,0.19710946083068848,0.0,entropy,,20,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': np.int64(20)}",0.9979724249797243,0.9979724249797243,0.0,17
8.400622606277466,0.0,0.16129159927368164,0.0,entropy,,30,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': np.int64(30)}",0.9980400108137334,0.9980400108137334,0.0,1
11.693083047866821,0.0,0.1264481544494629,0.0,entropy,,40,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': np.int64(40)}",0.9979724249797243,0.9979724249797243,0.0,17
14.20121169090271,0.0,0.2346804141998291,0.0,entropy,,50,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': np.int64(50)}",0.9979724249797243,0.9979724249797243,0.0,17
16.558875799179077,0.0,0.14578747749328613,0.0,entropy,,60,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': np.int64(60)}",0.9979724249797243,0.9979724249797243,0.0,17
21.65957474708557,0.0,0.23024916648864746,0.0,entropy,,70,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': np.int64(70)}",0.9979724249797243,0.9979724249797243,0.0,17
24.874927282333374,0.0,0.206573486328125,0.0,entropy,,80,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': np.int64(80)}",0.9979724249797243,0.9979724249797243,0.0,17
27.44704842567444,0.0,0.17416024208068848,0.0,entropy,,90,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': np.int64(90)}",0.9979724249797243,0.9979724249797243,0.0,17
29.3371901512146,0.0,0.2592504024505615,0.0,entropy,,100,"{'criterion': 'entropy', 'max_features': None, 'n_estimators': np.int64(100)}",0.9979724249797243,0.9979724249797243,0.0,17
1.2964599132537842,0.0,0.09338092803955078,0.0,log_loss,sqrt,10,"{'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': np.int64(10)}",0.9979724249797243,0.9979724249797243,0.0,17
1.8454105854034424,0.0,0.14158082008361816,0.0,log_loss,sqrt,20,"{'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': np.int64(20)}",0.9980400108137334,0.9980400108137334,0.0,1
2.60436749458313,0.0,0.2094266414642334,0.0,log_loss,sqrt,30,"{'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': np.int64(30)}",0.9980400108137334,0.9980400108137334,0.0,1
3.329186201095581,0.0,0.21293234825134277,0.0,log_loss,sqrt,40,"{'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': np.int64(40)}",0.9980400108137334,0.9980400108137334,0.0,1
3.8205785751342773,0.0,0.17243337631225586,0.0,log_loss,sqrt,50,"{'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': np.int64(50)}",0.9980400108137334,0.9980400108137334,0.0,1
4.327141046524048,0.0,0.23146271705627441,0.0,log_loss,sqrt,60,"{'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': np.int64(60)}",0.9980400108137334,0.9980400108137334,0.0,1
7.542117595672607,0.0,0.11278820037841797,0.0,log_loss,sqrt,70,"{'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': np.int64(70)}",0.9979724249797243,0.9979724249797243,0.0,17
8.572352170944214,0.0,0.21819829940795898,0.0,log_loss,sqrt,80,"{'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': np.int64(80)}",0.9979724249797243,0.9979724249797243,0.0,17
8.831359386444092,0.0,0.21444153785705566,0.0,log_loss,sqrt,90,"{'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': np.int64(90)}",0.9979724249797243,0.9979724249797243,0.0,17
9.548271417617798,0.0,0.3460729122161865,0.0,log_loss,sqrt,100,"{'criterion': 'log_loss', 'max_features': 'sqrt', 'n_estimators': np.int64(100)}",0.9979724249797243,0.9979724249797243,0.0,17
1.0080857276916504,0.0,0.14707469940185547,0.0,log_loss,log2,10,"{'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': np.int64(10)}",0.9980400108137334,0.9980400108137334,0.0,1
1.62723970413208,0.0,0.1659088134765625,0.0,log_loss,log2,20,"{'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': np.int64(20)}",0.9978372533117059,0.9978372533117059,0.0,83
2.0851645469665527,0.0,0.08850884437561035,0.0,log_loss,log2,30,"{'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': np.int64(30)}",0.997904839145715,0.997904839145715,0.0,59
2.4127488136291504,0.0,0.20578360557556152,0.0,log_loss,log2,40,"{'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': np.int64(40)}",0.997904839145715,0.997904839145715,0.0,59
3.2184879779815674,0.0,0.21498727798461914,0.0,log_loss,log2,50,"{'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': np.int64(50)}",0.997904839145715,0.997904839145715,0.0,59
3.6265294551849365,0.0,0.18518424034118652,0.0,log_loss,log2,60,"{'criterion': 'log_loss', 'max_features': 'log2', 'n_estimators': np.int64(60)}",0.997904839145715,0.997904839145715,0.0,59
