mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
1.7923720598220825,0.15500834288743184,0.053598999977111816,0.06102454595563504,gini,sqrt,10,"{'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': np.int64(10)}",0.9984388938447815,0.9984388938447815,0.9964317573595004,0.9977698483496877,0.9977698483496877,0.9973238180196253,0.9979924157929958,0.9977693508811064,0.9979924157929958,0.9977693508811064,0.9977696593116269,0.0005462368509725413,87
3.018821430206299,0.2016873720959184,0.10501997470855713,0.04136123937398096,gini,sqrt,20,"{'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': np.int64(20)}",0.9986619090098127,0.9984388938447815,0.9966547725245317,0.9977698483496877,0.997992863514719,0.9973238180196253,0.9977693508811064,0.9979924157929958,0.9979924157929958,0.997546285969217,0.9978142573699472,0.0005352381076809264,60
4.465270853042602,0.2960848996743665,0.13319101333618164,0.03486901160143598,gini,sqrt,30,"{'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': np.int64(30)}",0.9986619090098127,0.9984388938447815,0.9966547725245317,0.997992863514719,0.997992863514719,0.9973238180196253,0.9979924157929958,0.9979924157929958,0.9979924157929958,0.997546285969217,0.9978588653776395,0.0005389389019609698,25
6.445164680480957,0.3293716043761016,0.18315327167510986,0.02301019464496955,gini,sqrt,40,"{'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': np.int64(40)}",0.9986619090098127,0.9984388938447815,0.9966547725245317,0.9977698483496877,0.997992863514719,0.9973238180196253,0.9977693508811064,0.9979924157929958,0.9979924157929958,0.997546285969217,0.9978142573699472,0.0005352381076809264,60
8.66617157459259,0.5461312243143052,0.19005508422851564,0.026540693629669394,gini,sqrt,50,"{'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': np.int64(50)}",0.9986619090098127,0.9984388938447815,0.9966547725245317,0.9977698483496877,0.997992863514719,0.9973238180196253,0.9977693508811064,0.9979924157929958,0.9979924157929958,0.997546285969217,0.9978142573699472,0.0005352381076809264,60
9.672915148735047,0.17865993402094396,0.20470595359802246,0.030430705207459868,gini,sqrt,60,"{'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': np.int64(60)}",0.9986619090098127,0.9984388938447815,0.9966547725245317,0.9977698483496877,0.997992863514719,0.9973238180196253,0.9977693508811064,0.9979924157929958,0.9979924157929958,0.9973232210573277,0.9977919508787583,0.0005503753730272314,82
11.336267471313477,0.27467199072241405,0.2060631275177002,0.03224875173615482,gini,sqrt,70,"{'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': np.int64(70)}",0.9986619090098127,0.9984388938447815,0.9966547725245317,0.9977698483496877,0.997992863514719,0.9973238180196253,0.9977693508811064,0.9979924157929958,0.9979924157929958,0.997546285969217,0.9978142573699472,0.0005352381076809264,60
13.053256106376647,0.5592509219413654,0.21794521808624268,0.03150260710653714,gini,sqrt,80,"{'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': np.int64(80)}",0.9986619090098127,0.9984388938447815,0.9966547725245317,0.9977698483496877,0.997992863514719,0.9973238180196253,0.9977693508811064,0.9979924157929958,0.9979924157929958,0.997546285969217,0.9978142573699472,0.0005352381076809264,60
15.19097089767456,0.5157593949488726,0.2159923791885376,0.04111745608956059,gini,sqrt,90,"{'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': np.int64(90)}",0.9986619090098127,0.9984388938447815,0.9966547725245317,0.997992863514719,0.997992863514719,0.9973238180196253,0.9977693508811064,0.9979924157929958,0.9979924157929958,0.997546285969217,0.9978365588864506,0.0005375642042235522,44
16.77472891807556,1.363310870847862,0.21220510005950927,0.030171607772232316,gini,sqrt,100,"{'criterion': 'gini', 'max_features': 'sqrt', 'n_estimators': np.int64(100)}",0.9986619090098127,0.9984388938447815,0.9966547725245317,0.9977698483496877,0.997992863514719,0.9973238180196253,0.9977693508811064,0.9979924157929958,0.9979924157929958,0.997546285969217,0.9978142573699472,0.0005352381076809264,60
